,Id,PostId,link,outdated (manually checked),description,link outdated,answer outdated,service in question outdated,other reasons,partly outdated,totally outdated,is aws-related,related service,keywords,phrases,strucutures,point out deprecated version,provide alternatives,share a link,provide code,others,Text

77,12820595,5402013,https://stackoverflow.com/questions/12820595,TRUE,approaches in question outdated,0,0,1,0,0,1,1,"amazon-s3, amazon-ec2, amazon-ami",outdated,now outdated by,,1,1,1,1,0,"<p>I think that is now outdated by ec2-bundle-vol and ec2-migrate-image, BTW you can also take a look at this Perl script by Lincoln D. Stein:
<a href=""http://search.cpan.org/~lds/VM-EC2/bin/migrate-ebs-image.pl"" rel=""nofollow"">http://search.cpan.org/~lds/VM-EC2/bin/migrate-ebs-image.pl</a></p>


<p>Usage:</p>


<blockquote>
  <p>$ migrate-ebs-image.pl --from us-east-1 --to ap-southeast-1 ami-123456</p>
</blockquote>"

78,59220336,57884885,https://stackoverflow.com/questions/59220336,TRUE,SERVICE in question outdated,0,0,1,0,0,1,1,"amazon-serverless, aws-sam-cli",deprecated,is deprecated,,1,0,0,0,1,"<p>I am running the latest version of SAM on Windows (0.37.0) and nodejs10.x is still not supported.  Lambda has support for nodejs 10 and 12 now, plus 8.10 is deprecated.  So, the SAM team has still not updated their tooling yet.  A look at the Lambda api docs show support for the following:</p>


<blockquote>
  <p>Runtime
  The identifier of the function's runtime.
  Required: Yes
  Type: String
  Allowed Values: dotnetcore1.0 | dotnetcore2.1 | go1.x | java11 | java8 | nodejs10.x | nodejs12.x | nodejs8.10 | provided | python2.7 | python3.6 | python3.7 | python3.8 | ruby2.5</p>
</blockquote>"

79,54045954,52758171,https://stackoverflow.com/questions/54045954,TRUE,,0,0,1,0,0,1,1,aws-lambda,"deprecated, removed",is deprecated... and removed from,,1,1,1,0,0,"<p>Make sure Eclipse is running with Java 8.  AWS Toolkit requires JAXB for the upload to AWS S3, but JAXB was deprecated in Java 9 &amp; 10, and removed from Java 11.  If you're running Eclipse under Java 9, 10, or 11, Eclipse/AWS Toolkit won't find JAXB and you'll get this error.</p>


<p>You can resolve the problem by specifying the JVM Eclipse should use on startup.  Instructions for various platforms found here: <a href=""https://wiki.eclipse.org/Eclipse.ini"" rel=""noreferrer"">https://wiki.eclipse.org/Eclipse.ini</a></p>"

80,27772632,27764533,https://stackoverflow.com/questions/27772632,TRUE,,0,0,1,0,0,1,1,amazon-s3,deprecated,has been deprecated,,1,1,1,1,0,"<p><code>@filename</code> has been deprecated in PHP >= 5.5.0 as stated <a href=""http://www.php.net/manual/en/function.curl-setopt.php"" rel=""nofollow noreferrer"">here</a> under the CURLOPT_POSTFIELDS description , So thats the reason why you got the error .</p>


<p>you have your answer here at this <a href=""https://stackoverflow.com/questions/17032990/can-anyone-give-me-an-example-for-phps-curlfile-class"">stack overflow thread</a>, where different solutions are discussed . Also here is a snippet from <a href=""https://wiki.php.net/rfc/curl-file-upload"" rel=""nofollow noreferrer"">RFC</a> for the code. </p>


<blockquote>
  <p><strong>Currently, cURL file uploading is done as:</strong></p>


<pre><code> curl_setopt($curl_handle, CURLOPT_POST, 1); 
 $args['file'] = '@/path/to/file';
 curl_setopt($curl_handle, CURLOPT_POSTFIELDS, $args);
</code></pre>
 
  <p>This API is both invonvenient and insecure, it is impossible to send
  data starting with '@' to the POST, and any user data that is being
  re-sent via cURL need to be sanitized so that the data value does not
  start with @. In general, in-bound signalling usually vulnerable to
  all sorts of injections and better not done in this way.</p>
 
  <p>Instead of using the above method, <strong>the following should be used to
  upload files with CURLOPT_POSTFIELDS</strong>:</p>


<pre><code> curl_setopt($curl_handle, CURLOPT_POST, 1); 
 $args['file'] = new
 CurlFile('filename.png', 'image/png'); curl_setopt($curl_handle,
 CURLOPT_POSTFIELDS, $args);
</code></pre>
</blockquote>"

81,30416677,30399068,https://stackoverflow.com/questions/30416677,FALSE,obsolete files mentioned in solution,0,0,0,0,0,0,1,amazon-ec2,obsolete,obsolete files,,0,1,0,0,0,"<p>A little more complicated, and assuming that you have just a few easily-identified chunks of ""too-big"" directory trees (such as <code>/opt</code> and <code>/var/log</code>) would be to create filesystem(s) on the unallocated 28GB, use rsync to copy your working files to the new filesystems, and wipe the obsolete files (to free up diskspace), mounting the new filesystems in their place (by editing <code>/etc/fstab</code>, of course).</p>


<p>If you do this for <code>/var/log</code>, you have to do a reboot immediately after migrating the files, since the system still references the original files.  Of course, you might want to practice the procedure on a test-machine.</p>


<p>It would be a lot simpler if Amazon's root volumes used LVM.</p>"

82,27494547,27477730,https://stackoverflow.com/questions/27494547,TRUE,,0,0,1,0,1,0,1,amazon-s3,deprecated,has been deprecated on... should only use if ...,,1,1,1,1,0,"<p>The underlying Hadoop API that Spark uses to access S3 allows you specify input files using a <a href=""http://en.wikipedia.org/wiki/Glob_%28programming%29"" rel=""noreferrer"">glob expression</a>.</p>


<p>From <a href=""http://spark.apache.org/docs/1.1.1/programming-guide.html#external-datasets"" rel=""noreferrer"">the Spark docs</a>:</p>


<blockquote>
  <p>All of Spark_Ã‘Ã©s file-based input methods, including textFile, support running on directories, compressed files, and wildcards as well. For example, you can use <code>textFile(""/my/directory"")</code>, <code>textFile(""/my/directory/*.txt"")</code>, and <code>textFile(""/my/directory/*.gz"")</code>.</p>
</blockquote>


<p>So in your case you should be able to open all those files as a single RDD using something like this:</p>


<pre><code>rdd = sc.textFile(""s3://bucket/project1/20141201/logtype1/logtype1.*.gz"")
</code></pre>


<p>Just for the record, you can also specify files using a comma-delimited list, and you can even mix that with the <code>*</code> and <code>?</code> wildcards.</p>


<p>For example:</p>


<pre><code>rdd = sc.textFile(""s3://bucket/201412??/*/*.gz,s3://bucket/random-file.txt"")
</code></pre>


<p>Briefly, what this does is:</p>


<ul>
<li>The <code>*</code> matches all strings, so in this case all <code>gz</code> files in all folders under <code>201412??</code> will be loaded.</li>
<li>The <code>?</code> matches a single character, so <code>201412??</code> will cover all days in December 2014 like <code>20141201</code>, <code>20141202</code>, and so forth.</li>
<li>The <code>,</code> lets you just load separate files at once into the same RDD, like the <code>random-file.txt</code> in this case.</li>
</ul>


<p>Some notes about the appropriate URL scheme for S3 paths:</p>


<ul>
<li>If you're running Spark on EMR, <a href=""https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-file-systems.html"" rel=""noreferrer"">the correct URL scheme is <code>s3://</code></a>.</li>
<li>If you're running open-source Spark (i.e. no proprietary Amazon libraries) built on Hadoop 2.7 or newer, <code>s3a://</code> is the way to go.</li>
<li><a href=""https://wiki.apache.org/hadoop/AmazonS3"" rel=""noreferrer""><code>s3n://</code> has been deprecated</a> on the open source side in favor of <code>s3a://</code>. You should only use <code>s3n://</code> if you're running Spark on Hadoop 2.6 or older.</li>
</ul>"

83,28781862,28736850,https://stackoverflow.com/questions/28781862,TRUE,,0,0,0,1,0,1,1,amazon-emr,deprecated,is deprecated,,1,1,1,1,0,"<p>Finally i was able to set the bootstrap option:</p>


<pre><code>Set Replication Factor  s3://elasticmapreduce/bootstrap-actions/configure-hadoop  -h, dfs.replication=2
Set Block Size  s3://elasticmapreduce/bootstrap-actions/configure-hadoop  -h, dfs.block.size=67108864
</code></pre>


<p>-s option is deprecated. This URL tell about the option to use while creating bootstrap option:
<a href=""http://docs.aws.amazon.com/ElasticMapReduce/latest/DeveloperGuide/emr-plan-bootstrap.html#PredefinedbootstrapActions_ConfigureHadoop"" rel=""nofollow"">http://docs.aws.amazon.com/ElasticMapReduce/latest/DeveloperGuide/emr-plan-bootstrap.html#PredefinedbootstrapActions_ConfigureHadoop</a></p>"

84,54264937,52108481,https://stackoverflow.com/questions/54264937,TRUE,,0,0,0,1,0,1,1,amazon-cognito,outdated,outdated screenshot above,,0,1,0,0,1,"<p>When I first asked this question, AWS had the ability to <strong>record</strong> metrics with the Swift SDK, but <strong>not</strong> view them in the Pinpoint API, which is absurd, because then you can only record metrics. What's the point? I asked in the AWS forums, and a couple months later, they responded something along the lines of ""Please wait - coming soon.""</p>


<p>This feature is now available, whereas before it simply wasn't.</p>


<p>Go to Pinpoint, your project, then click the Analytics drop-down menu, then click events. You can see that you can sort by metric. If you look at my outdated screenshot above, you'll see that this was <strong>not</strong> an option.</p>


<p><a href=""https://i.stack.imgur.com/DBTLt.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/DBTLt.png"" alt=""Image of Pinpoint console""></a></p>"

85,39499329,39362847,https://stackoverflow.com/questions/39499329,FALSE,obsolete version as an example in solution,0,0,1,0,0,0,1,"amazon-s3, aws-code-deploy",obsolete,obsolete version,,0,1,1,0,1,"<p>CodeDeploy is purely a deployment tool, it cannot handle the revisions in S3 bucket.</p>


<p>I would recommend you look into the ""lifecycle management"" for S3. Since you are using version controlled bucket (I assume), there is always one latest version and 0 to many obsolete version. You can set a lifecycle configuration of type ""NoncurrentVersionExpiration"" so that the obsolete version will be deleted after some days.</p>


<p>This method is still not possible to maintain a fixed number of deployments as AWS only allows specifying lifecycle in number of days. But it's probably the best alternative to your use-case. </p>


<p>[1] <a href=""http://docs.aws.amazon.com/AmazonS3/latest/dev/how-to-set-lifecycle-configuration-intro.html"" rel=""nofollow"">http://docs.aws.amazon.com/AmazonS3/latest/dev/how-to-set-lifecycle-configuration-intro.html</a>
[2] <a href=""http://docs.aws.amazon.com/AmazonS3/latest/dev/intro-lifecycle-rules.html"" rel=""nofollow"">http://docs.aws.amazon.com/AmazonS3/latest/dev/intro-lifecycle-rules.html</a></p>"

86,29436189,5187496,https://stackoverflow.com/questions/29436189,TRUE,,0,1,0,0,0,1,1,amazon-s3,out of date,,,1,1,1,0,,"<p>Tools recommend by other answers are out of date.</p>


<p>This one is up to date: <a href=""https://github.com/schickling/git-s3"" rel=""nofollow"">https://github.com/schickling/git-s3</a></p>"

87,52899085,52824961,https://stackoverflow.com/questions/52899085,TRUE,,0,0,1,0,0,1,1,ElastiCache,out of date,,,1,1,1,0,,"<p>ElastiCache docs are way out of date; new announcements change what's available even when the three-year old docs remain unchanged. Redis on ElastiCache introduced support for online resizing in 2017. From <a href=""https://aws.amazon.com/blogs/aws/amazon-elasticache-update-online-resizing-for-redis-clusters/"" rel=""nofollow noreferrer"">the announcement</a>:</p>


<blockquote>
  <p>You can now adjust the number of shards in a running ElastiCache for
  Redis cluster while the cluster remains online and responding to
  requests. This gives you the power to respond to changes in traffic
  and data volume without having to take the cluster offline or to start
  with an empty cache. You can also rebalance a running cluster to
  uniformly redistribute slot space without changing the number of
  shards.</p>
</blockquote>


<p>I wish they'd update their 2015 (!) docs, but at any rate, this is the latest we have on the subject. As of October 19, 2018, on a cluster with cluster mode enabled:</p>


<p>You can:</p>


<ul>
<li>Scale out (add shards)</li>
<li>Scale in (remove shards)</li>
<li>Rebalance (move keys among shards)</li>
<li>Online resharding and shard balancing</li>
</ul>


<p>You cannot:</p>


<ul>
<li>Scale up/down (change node type)</li>
<li>Upgrade your engine</li>
<li>Configure shards independently</li>
</ul>


<p>Source: <a href=""https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/redis-cluster-resharding-online.html"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/redis-cluster-resharding-online.html</a></p>"

88,43794424,43793382,https://stackoverflow.com/questions/43794424,FALSE,,0,0,0,0,0,0,1,"amazon-web-services,Â aws-cli",out of date,,,0,0,0,0,,"<p>Are you sure you found the root cause because of <code>out of date</code>?</p>


<p>The problem you reported is about <a href=""http://docs.aws.amazon.com/AmazonS3/latest/API/bucket-policy-s3-sigv4-conditions.html"" rel=""nofollow noreferrer"">Amazon S3 Signature Version 4 Authentication Specific Policy Keys</a> </p>


<p>You should be fine to fix with the command</p>


<pre><code>aws configure set profile.jacoblambert.s3.signature_version s3v4
</code></pre>


<p>or add below lines to that profile <code>[jacoblambert]</code> in ~/.aws/config</p>


<pre><code>s3 =
  signature_version = s3v4
</code></pre>


<p>Refer:</p>


<p><a href=""http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingAWSSDK.html#specify-signature-version"" rel=""nofollow noreferrer"">Specifying Signature Version in Request Authentication</a></p>"

89,56830225,56829651,https://stackoverflow.com/questions/56830225,FALSE,,0,0,0,0,0,0,1,amazon-dynamodb,,,,0,0,0,0,,"<p>You don_Ã‘Ã©t need UUIDs or any pseudo-random ID. </p>


<p>It was once possible that you could have a hot partition if one user is particularly active, but hot partitions are <a href=""https://aws.amazon.com/blogs/database/how-amazon-dynamodb-adaptive-capacity-accommodates-uneven-data-access-patterns-or-why-what-you-know-about-dynamodb-might-be-outdated/"" rel=""nofollow noreferrer"">basically a non-issue</a> now because of DynamoDB_Ã‘Ã©s adaptive capacity. Furthermore, you should probably be limiting how fast users can create comments/posts, which would prevent hot partitions even if adaptive capacity didn_Ã‘Ã©t exist.</p>


<p>(Why should you limit the rate a user can post? You don_Ã‘Ã©t want a malicious actor to be able to create a new post every few milliseconds_Ã‘Ã“you should have some sort of rate limit as a protection against denial of service attacks.)</p>"

90,11996761,10463360,https://stackoverflow.com/questions/11996761,TRUE,,0,1,0,0,0,1,1,amazon-s3,outdated,,,1,1,1,1,,"<p>Was researching my own (now resolved problem), and found this question via <a href=""http://www.uploadify.com/forum/#/discussion/1416/uploading-to-amazon-s3/p1"" rel=""nofollow"">http://www.uploadify.com/forum/#/discussion/1416/uploading-to-amazon-s3/p1</a></p>


<p>That very thread got me running a little over a year ago, but I have recently started experiencing problems with Chrome 21/win.</p>


<p>Your code run through <a href=""http://jsbeautifier.org/"" rel=""nofollow"">http://jsbeautifier.org/</a></p>


<pre><code>$(document).ready(function () {
  $('#file').uploadify({
  ""formData"": {
  ""AWSAccessKeyId"": ""AKIAJOVJ2J3JX5Z6AIKA"",
  ""bucket"": ""my-stupid-bucket"",
  ""acl"": ""private"",
  ""key"": ""uploads/${filename}"",
  ""signature"": ""2I0HPQ2SoZOmhAUhYEb4nANFSCQ%253D"",
  ""policy"": ""[... snip ...]""
  },
  ""fileObjName"": ""file"",
  ""uploader"": ""http://my-stupid-bucket.amazonaws.com"",
  ""swf"": ""/static/uploadify/uploadify.swf""
  });
});
</code></pre>


<p>I just upgraded to uploadify 3.1 and ran into similar invalid signature problems.  The answer seems to be that the code in that thread is simply outdated.  </p>


<p>IIRC, that thread states you should encodeURIComponent the signature/etc.  This is no longer the case, it seems.  My 2.x code is working with 3.1 without encoding the signature and policy.  Guessing this was some workaround to an uploadify/flash problem that has since been resolved.</p>


<p>Additionally, it looks like your signature is double URL encoded.</p>


<p>TL;DR;<br>
Don't encodeURIComponent your form data with uploadify 3.1 (and possibly earlier versions).</p>"

91,40861054,40749213,https://stackoverflow.com/questions/40861054,TRUE,,0,0,1,0,0,1,1,amazon-dynamodb,outdated,outdated and not maintained,,1,1,1,0,,"<p>AWS does not offer a library for geospatial indexing for node.js. They only have the java version that you referred to. 
You could use the java library with a lambda function (I tried that), but the library is outdated and not maintained (last commit was 3 years ago)
My <a href=""https://github.com/awslabs/dynamodb-geo/pull/15"" rel=""nofollow noreferrer"">pull request</a> with a fix was ignored. 
Even after fixing things myself I ran into issues like <a href=""https://stackoverflow.com/questions/36153366/update-user-location-with-aws-dynamodb-geo-and-lambda"">this one</a>.</p>


<p>To answer your questions 1 and 2: AWS wrote <a href=""https://aws.amazon.com/blogs/mobile/geo-library-for-amazon-dynamodb-part-1-table-structure/"" rel=""nofollow noreferrer"">a document series</a> about the way their library calculates geohashes and how it executes queries on DynamoDB. It's too much to summarize here.</p>


<p>The lack of maintenance and support by AWS and the issues I encountered made me conclude that AWS gave up on the idea of geo querying DynamoDB. Besides, I could not find any other developers that have applied this library successfully.</p>


<p>My current solution is based on CloudSearch. I write the items (with their location) into a DynamoDB table. I use a DynamoDB stream that uploads all changes in the table to CloudSearch. CloudSearch has geoquery features out-of-the-box.</p>"

92,52563919,52495435,https://stackoverflow.com/questions/52563919,FALSE,,0,0,0,0,0,0,,,,,,1,0,0,0,,"<p>The error message refers to <code>part_number</code> which is the name of a CSV column (called ""flat files"" in MWS). In XML you need to specify a <code>StandardProductID</code> instead, like this:</p>


<pre><code>  &lt;StandardProductID&gt;
  &lt;Type&gt;EAN&lt;/Type&gt;
  &lt;Value&gt;1234567890123&lt;/Value&gt;
  &lt;/StandardProductID&gt;  
</code></pre>


<p>Please also note, that my <code>Beauty.xsd</code> does not have <code>HairCareProduct</code>. I had to change this to <code>BeautyMisc</code> to validate the feed - but that may be due to an outdated set of XSDs.</p>"

93,17487502,13859906,https://stackoverflow.com/questions/17487502,TRUE,,0,0,1,0,0,1,1,amazon ec2,deprecated,,,1,1,0,1,,"<p>As of Riak 1.3, riak-admin reip is deprecated and the use of riak-admin cluster replace is the recomended way of replacing a cluster's name.</p>


<p>These are the commands I had to issue:</p>


<pre><code>riak stop # stop the node
riak-admin down riak@127.0.0.1 # take it down
sudo rm -rf /var/lib/riak/ring/* # delete the riak ring
sudo sed -i ""s/127.0.0.1/`hostname -i`/g"" /etc/riak/vm.args # Change the name in config
riak-admin cluster force-replace riak@127.0.0.1 riak@""`hostname -i`"" # replace the name
riak start # start the node
</code></pre>


<p>That should set the node's name to riak@[your EC2 internal IP address].</p>"

94,33685242,33684609,https://stackoverflow.com/questions/33685242,TRUE,,0,0,1,0,0,1,1,amazon-web-services,deprecated,,,1,1,1,0,,"<p>I would remove the <code>provider</code> key. The <code>carrierwave-aws</code> gem <a href=""https://github.com/sorentwo/carrierwave-aws#usage"" rel=""nofollow"">readme</a> (I'm guessing you are using that or something similar) does not even mention the <code>provider</code> key. That might have been an old requirement that has been deprecated. </p>"

95,36988951,36964256,https://stackoverflow.com/questions/36988951,TRUE,,0,0,1,0,0,1,1,amazon-sns,deprecated,,,1,1,0,1,,"<p>This line has a bug:</p>


<pre><code>AWSSNS *snsManager = [[AWSSNS new] initWithConfiguration:configuration];
</code></pre>


<p><code>- new</code> is an equivalent of <code>- alloc</code> plus <code>- init</code>. You are calling two <code>init</code> methods. It should be changed to:</p>


<pre><code>AWSSNS *snsManager = [[AWSSNS alloc] initWithConfiguration:configuration];
</code></pre>


<p>Also, <code>- initWithConfiguration:</code> had been deprecated for a while, and now it's removed from the SDK. You need to use <a href=""http://docs.aws.amazon.com/AWSiOSSDK/latest/Classes/AWSSNS.html#//api/name/defaultSNS"" rel=""nofollow""><code>+ defaultSNS</code></a> or <a href=""http://docs.aws.amazon.com/AWSiOSSDK/latest/Classes/AWSSNS.html#//api/name/SNSForKey:"" rel=""nofollow""><code>+ SNSForKey:</code></a> instead.</p>"

96,28485802,28480220,https://stackoverflow.com/questions/28485802,TRUE,,0,0,1,0,0,1,1,amazon-web-services,deprecated,,,1,1,1,0,,"<p><code>AmazonS3Client</code> is from the version 1 of the AWS Mobile SDK for iOS, which has been deprecated. You should use <code>AWSS3TrasnferManager</code> or <code>AWSS3</code> in the version 2 of the SDK instead. You can take a look at <a href=""http://docs.aws.amazon.com/mobile/sdkforios/developerguide/"" rel=""nofollow"">AWS Mobile SDK Guide</a> and the S3TransferManager Sample at our <a href=""https://github.com/awslabs/aws-sdk-ios-samples"" rel=""nofollow"">GitHub repo</a> for further details.</p>"

97,47897459,47897088,https://stackoverflow.com/questions/47897459,TRUE,,0,0,1,0,0,1,1,aws-powershell,deprecated,,,1,1,1,0,,"<p>Try creating the ApiKey without StageKeys at all. It isn't a required parameter, and per the <a href=""http://docs.aws.amazon.com/powershell/latest/reference/items/New-AGApiKey.html"" rel=""nofollow noreferrer"">New-AGApiKey documentation</a> this parameter has been deprecated in favor of <a href=""https://aws.amazon.com/blogs/aws/new-usage-plans-for-amazon-api-gateway/"" rel=""nofollow noreferrer"">usage plans</a>:</p>


<blockquote>
  <p>-StageKey StageKey[]</p>
 
  <p>DEPRECATED FOR USAGE PLANS - Specifies stages associated with the API key.<br>
  Required? False<br>
  Position? Named<br>
  Accept pipeline input?  False</p>
</blockquote>


<p>This option has likewise been deprecated in the CLI and other SDKs.</p>


<p>If you still need to use StageKeys, the <a href=""http://docs.aws.amazon.com/sdkfornet/v3/apidocs/index.html?page=EC2/TEC2Filter.html&amp;tocid=Amazon_EC2_Model_Filter"" rel=""nofollow noreferrer"">Amazon.APIGateway.Model.StageKey type is defined here</a>, in the AWS SDK for .NET documentation. You can create a new instance of this type in powershell as described below, where a powershell with matching property names and values is used as input for the new object:</p>


<pre><code>$obj = New-Object Amazon.APIGateway.Model.StageKey -Property @{ RestApiId = ""myId""; StageName = ""myName"" }
</code></pre>


<p>To verify the type is correct:</p>


<pre><code>$obj | get-member


  TypeName: Amazon.APIGateway.Model.StageKey


Name  MemberType Definition
----  ---------- ----------
Equals  Method   bool Equals(System.Object obj)
GetHashCode Method   int GetHashCode()
GetType   Method   type GetType()
ToString  Method   string ToString()
RestApiId   Property   string RestApiId {get;set;}
StageName   Property   string StageName {get;set;}
</code></pre>"

98,59594292,59585572,https://stackoverflow.com/questions/59594292,TRUE,,0,0,1,0,0,1,1,amazon-s3,deprecated,,,1,1,1,0,,"<p>Signature Version 2 (which is what you are using, here) always expects the resource to be <code>/${bucket}/${file}</code> regardless of whether the  URL is path-based (bucket as the first element of the path) or virtual (bucket as part of the hostname).</p>


<p>Additionally, for legacy reasons, S3 expects <code>+</code> in the signature to be url-escaped as <code>%2B</code> and (iirc) will accept but does not require any <code>/</code> to be transformed to <code>%2F</code> and any <code>=</code> to be transformed to <code>%3D</code> so you need to verify (<code>curl -v ...</code>) whether curl is transforming it, and if not, use something like <code>sed</code> or maybe <code>tr</code> in the pipeline to do that encoding of the signature, or perhaps find a curl option that can enable the query string parameter encoding.</p>


<p>Be aware that <a href=""https://aws.amazon.com/blogs/aws/amazon-s3-update-sigv2-deprecation-period-extended-modified/"" rel=""nofollow noreferrer"">Signature V2 is deprecated</a> and will be deactivated at some point after June, 2020, so even though it still works on existing buckets in regions where S3 originally launched prior to 2014, its usable lifespan is most definitely coming to an end... so your interests would be served by not creating new systems that use it.  The successor algorithm, Signature V4, is more complicated but there are solid security-related justifications for its increased complexity.</p>"

99,27893162,27747455,https://stackoverflow.com/questions/27893162,FALSE,,0,0,0,0,0,0,0,,,,,0,0,0,0,,"<p>Homebrew relies on volunteers to keep the formulas updated.  If you notice an outdated formula, please submit a bug or pull request.</p>"
